,screen_names,texts,dates,langs
183,Alinda7,"Usa 🤢para marcar lo que no te gusta

mostaza: 🤢
pepinillo: 🤢
cilantro: 🤢
pizza con piña:  🤢
sushi:
brócoli: 
champi… https://t.co/sjYU0yIW2k",2021-04-27 23:41:21,es
184,sxnflower_vol6,"uff creo que hamburguesa 

I vote #Louies for #BestFanArmy at the #iHeartAwards https://t.co/UD30klDawj",2021-04-27 23:41:20,es
185,mariangza_,quiero una hamburguesa y no pollito😢,2021-04-27 23:41:20,es
186,Vickyalmaada1,Lo convencí de comer hamburguesa seeeee😂🤗,2021-04-27 23:41:11,es
187,AsxRPG69,"@gonthal Yo estoy tratando. Es un peo de ansiedad I guess. Estoy trabajando en eso.

Btw, cuando dices q las hambur… https://t.co/C63JmFBhR4",2021-04-27 23:40:25,es
188,tutofpss,@PIPObrr @tosic_martu Hamburguesa,2021-04-27 23:40:06,in
189,alessacisneros,Mmm salir a correr o pedirme una hamburguesa QUÉ SERÁ mmmmm,2021-04-27 23:39:44,es
190,Ezeboccagni1,"Como hamburguesa callejera, mugrosa pero sabrosaaa jajaja",2021-04-27 23:39:44,es
191,kaatithy,@ElizaCarolP @copano Su hamburguesa de lentejas con foto Card de bts xd,2021-04-27 23:39:35,es
192,isabeleysix,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones:… https://t.co/3gxXZnapaf",2021-04-27 23:39:21,es
193,BaruchRr,"@milpesosmx @horridibujos @Corasoun Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilan… https://t.co/gQJoUUDVc3",2021-04-27 23:39:14,es
194,chrstngmnz,"Voy a salir a la vereda, capaz me cae del cielo una hamburguesa completa con fritas y cheddar. Ya vengo...
🍔🍟",2021-04-27 23:39:08,es
195,LazcanoBren,Puedo tener ganas de cenar hamburguesa con papitas todos los días de mi vida? La respuesta es si. https://t.co/yeRfpYAPgS,2021-04-27 23:38:56,es
196,Diego_Ivan94,Estoy a punto de comprar una hamburguesa por gula. 🤤,2021-04-27 23:38:28,es
197,ivitoo_,"Que ganas de una hamburguesa, debe ser la luna..",2021-04-27 23:38:19,es
198,camiloocantante,Me hice una hamburguesa vegetal de la crianza y huele a comida de perro :(,2021-04-27 23:38:09,es
199,excessvs,"+ que es broma!

No tardó mucho más en localizar la primera peli de Harry Potter, y cuando la puso a pantalla compl… https://t.co/alCihYKZ1R",2021-04-27 23:37:55,es
200,kingmxmus,"poco se habla que soy burger king, ¿alguien quiere pedir una hamburguesa? solo por hoy 50% de descuento",2021-04-27 23:37:49,es
201,paulino_iliana,Quiero una hamburguesa tan grande que me tape la cara 🥺😢😭,2021-04-27 23:37:25,es
202,ithzyassqiuv,AJAJAJAJAJAJ hamburguesa no milanesa perdon AJAJAJAJAJAJA https://t.co/Me4bU2GvxB,2021-04-27 23:37:15,es
203,KiraiKoriwa1,@Ryuu_Swm @NyuNight_VT A y la hamburguesa también na returbio Jajsjsjjsjsjjs,2021-04-27 23:37:12,it
204,luciia0799,Le dije a maxi que lo esperaba para cenar pero como tardo en contestar me comí un sanguche de hamburguesa jajajajajs,2021-04-27 23:36:46,es
205,IttokiyaKurusu,Que estáis poniendo en juego el puesto de trabajo de una persona por una puñetera hamburguesa solo porque queréis u… https://t.co/UjrzD0qTbj,2021-04-27 23:36:45,es
206,excessvs,"+ hamburguesa. Iba a tener que quitarle el pepinillo porque, literalmente, a quién le gustaba el pepinillo. 

¿Y qu… https://t.co/PTucQJMmLc",2021-04-27 23:36:38,es
207,PmDayane,"@btsargento @jmrosees @BTS_twt Hamburguesa
DASHI RUN ON iHEART + #Dynamite #FaveChoreography #iHeartAwards @BTS_twt",2021-04-27 23:36:34,de
208,abrilmoooo,"Yo también quería una hamburguesa, pero hoy yo tuve una sesión de psico y ella lo neceista más https://t.co/lbnxzMOYcU",2021-04-27 23:36:31,es
209,milpesosmx,"@horridibujos @Corasoun Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza… https://t.co/NGo2MhocjH",2021-04-27 23:36:29,es
210,MariannMonfort,"Vino un chabon a comprar a la heladeria y me dice ""una hamburguesa completa"" a lo que respondí estás equivocado aca… https://t.co/wGdk49Uo0N",2021-04-27 23:36:12,es
211,Speeds_Dank,Hola buenas me da una hamburguesa de bts,2021-04-27 23:36:00,es
212,soy_Odiseo,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo:
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli: 
champiñones… https://t.co/jhGjOYVzva",2021-04-27 23:35:53,es
213,sergioatorres_,Amalaya una hamburguesa triple carne🥲🤤🤤,2021-04-27 23:35:32,in
214,uni_galactica,"Shinwon me hizo antojar una hamburguesa, ahora de donde saco una hamburguesa",2021-04-27 23:35:25,es
215,barbaradeisla,Necesito una hamburguesa,2021-04-27 23:35:15,es
216,i6seung,@lixjinhye justo comí hamburguesa hoy muajaja,2021-04-27 23:35:11,es
217,grlm1994,"@NyuNight_VT Vamos te invito a comer hamburguesa, luego nos comemos nosotros okno :$",2021-04-27 23:35:08,es
218,_yibopout,Y POR UNA HAMBURGUESA?!?!?! DIOS SON INSOPORTABLES,2021-04-27 23:35:06,es
219,flejecabra,"Usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 🤢
brócoli: 
champiñon… https://t.co/vr3xoCYCPx",2021-04-27 23:35:04,es
220,RojasSofia,"Tuvimos un combate eterno de piedra, papel o tijera para elegir qué pedir. Y cuando terminé le dije a Lara, ""o preferis hamburguesa"".",2021-04-27 23:34:59,es
221,MacaAzul7,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo:
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones:… https://t.co/N9qmhD3Blu",2021-04-27 23:34:55,es
222,houseofpiper,lo del mcdonald me esta dando muchísima hambre a estas horas quiero una hamburguesa de 1 euro,2021-04-27 23:34:53,es
223,rokha_,"@rodrigo_maldini Y tampoco la hamburguesa con palta, ahora entiendo todo.",2021-04-27 23:34:44,es
224,Supmiguel,@kaaarlaMl Comete una hamburguesa camino al gym https://t.co/oFL1usuZYC,2021-04-27 23:34:38,es
225,iAP0CAL1PSE,@pooberry__s Hamburguesa.,2021-04-27 23:34:17,in
226,pooberry__s,@iAP0CAL1PSE ¿pizza o hamburguesa?,2021-04-27 23:34:02,es
227,msol_dp,Que ganas de una hamburguesa con papas 🥺,2021-04-27 23:33:48,es
228,ferpmiranda,"Solo porque me trago churros una vez al mes, no significa que no sea fit. 

Así como el comer ensalada una vez por… https://t.co/OhK0dgvb7s",2021-04-27 23:33:47,es
229,edextenjoyer,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones:… https://t.co/DmQP9VS9MF",2021-04-27 23:33:43,es
230,95svibez,q pesaitos con lo del mcdonalds macho de verdad os vais a poner asi por una hamburguesa y un cm q os contesta mal a un comentario,2021-04-27 23:33:27,es
231,Valentinappp1,quiero una hamburguesa d mostaza 😭,2021-04-27 23:33:09,es
232,Guanch3_,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones… https://t.co/2OY5zzGvfs",2021-04-27 23:33:08,es
233,AryamGLozano,Quiero una hamburguesa de lentejaaaas jajaja🥺,2021-04-27 23:32:41,es
234,Marxvelita,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli: 🤢
champiño… https://t.co/VmmnMWpbGs",2021-04-27 23:32:33,es
235,MxBrief,JJ Burgers rinde culto a la hamburguesa y se esmera en hacerla perfecta por ello se elaboran con carne de res premi… https://t.co/nsRQddzVhX,2021-04-27 23:32:15,es
236,Noelifarina,"No aguante y me encargué una hamburguesa, ahora me falta los chocolates o helado 🥺",2021-04-27 23:32:14,es
237,horridibujos,"@Corasoun mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones: 
hígado: 🤢
hamburguesa:… https://t.co/bbXiRc9J09",2021-04-27 23:32:13,es
238,JulietaDaiana2,Segunda vez que pido una hamburguesa vegetariana contenta de que sean tan ricas 💘,2021-04-27 23:32:08,es
239,SaloLucero,Que ganas de una terrible hamburguesa,2021-04-27 23:32:03,es
240,abrilmoooo,@Smeeeeee02 Hamburguesa de donde querés?,2021-04-27 23:31:55,es
241,agus94117258,@Facu_800 Anda a comerte la hamburguesa y se te pasa,2021-04-27 23:31:51,es
242,ncghtprblm,"@LIVCFXST Le agradeció que le limpiara la mejilla, y argumentó que el mote de pitufos era muy típico, ya pensaría o… https://t.co/jiK9KNOWQA",2021-04-27 23:31:51,es
243,Gabu08820960,Tengo unas ganas mal de hamburguesa de Sapukay 🤤,2021-04-27 23:31:40,es
244,donorgasmos2,"mostaza: 
pepinillo: 🤮
cilantro: 
pizza con piña:🤮
sushi: 
brócoli: 
champiñones: 
hígado:🤮
hamburguesa:🤮
hot dogs:… https://t.co/f0bsU4wPq6",2021-04-27 23:31:31,es
245,kaaarlaMl,Mi yo Fit quiere ir al gym mi yo gordo quiere una hamburguesa 👉🏽👈🏽,2021-04-27 23:31:30,es
246,G25Jane,"Me: me merezco una hamburguesa, verdad?
Inner me: okbio, una doble
Me: con papas dígalo?
Inner me: y tocineta
Me: *Se compra la anvorguesa*",2021-04-27 23:31:29,es
247,L1M1H,"Quiero un hamburguesa a la parrilla con piña, mucha captsu.

La mayor parte del día fantaseo con comida.",2021-04-27 23:31:28,es
248,barbydanu,Hoy es de esos días que solo quiero llorar y solo una hamburguesa con papas puede salvarme,2021-04-27 23:31:26,es
249,lixjinhye,teng hambre de hamburguesa amigo QUIERO COMER,2021-04-27 23:31:13,es
250,BeautifulLie_D,"Mientras tanto, la hamburguesa del Mc Donalds on fire porque nunca tuvo tanto protagonismo. https://t.co/LMvdEg08eF",2021-04-27 23:31:03,es
251,vantetaek,@ERICLUVB0T @outro_mar Yo quiero hamburguesa doble con pc taekuka gracias,2021-04-27 23:29:40,es
252,CiudadCanaria,"Usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones… https://t.co/s34PVKtPeM",2021-04-27 23:29:36,es
253,Allande_94,@ Pound en San Pedro y los culeros todavia tienen la audacia de cobrar 220 por una hamburguesa y no tener terminal… https://t.co/86q86PxsmR,2021-04-27 23:29:27,es
254,londonvboy,me comi una hamburguesa con papas y me cayo muy pesada voy a vomitar igual valio la pens estaba re rica,2021-04-27 23:29:22,es
255,eurriolafu,"Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 🤢
bró… https://t.co/VFegYShfdJ",2021-04-27 23:29:06,es
256,glowingsei,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones:… https://t.co/fF8YycWx0L",2021-04-27 23:28:50,es
257,_svalderrama,dios mío pero que son estas ganas de una hamburguesa y papitas de @totosburgerpzo 😭😭😭😭.,2021-04-27 23:28:19,es
258,Danasheeran_,Acabo de comer hamburguesa con papitas ya estoy feliz :),2021-04-27 23:27:56,es
259,meli_daily,"Usa 🤢 para marcar lo que no comes
mostaza: 
pepinillo: 🤢
cilantro: 
pizza con piña: 🤢
sushi: 
brócoli: 
champiñones… https://t.co/MjFpYfULAE",2021-04-27 23:27:55,es
260,rebecka3110,"Usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo:🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones… https://t.co/erFsuBwGhK",2021-04-27 23:27:44,es
261,ontivt,@roreynoso_ la hamburguesa tmb me la voy a ganar acordate,2021-04-27 23:27:31,es
262,Oskar_Gomez1,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 🙃
cilantro:
pizza con piña:
sushi: 🙃
brócoli: 
champiñones:… https://t.co/ucT5bb5otW",2021-04-27 23:27:27,es
263,OscarAutentiko,Mk me pedi una hamburguesa de 2lukas por @iFood @iFoodCo Jajajajaja no me las creo,2021-04-27 23:27:22,es
264,antonferlor,"A las 22:58 sales del bar, a las 22:59 te pides una hamburguesa en el Carlos y Jose, y a las 23:00 estás en casa. Y… https://t.co/G6Pi1Jpv0N",2021-04-27 23:27:20,es
265,Josepolanc__,"tengo hambre, quien me regala una hamburguesa",2021-04-27 23:27:08,es
266,Smeeeeee02,Quiero una hamburguesa o chocolatito para pasar todo este estrés y ganas de morir dios,2021-04-27 23:26:55,es
267,ohlittleminhee,"@noemelendi Xenofobia KÑSNLSNSLSN
todo lo que hacen las ejércitas por una pc de Jimin manchada de grasa de hamburguesa",2021-04-27 23:26:41,es
268,castr0sa,"Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones:… https://t.co/OkomfWPJWi",2021-04-27 23:26:30,es
269,Aleja__ndra,me enviaron un combo de hamburguesa a la casita y estoy muy feliz que rico hpta,2021-04-27 23:26:27,es
270,yerikisser,por una hamburguesa con unas papas de mierda vais a mandar correos quejandoos a la compañía de los empleados???? so… https://t.co/sSxKSBMFcU,2021-04-27 23:25:43,es
271,FernandoCastt14,"Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 
bróc… https://t.co/dxIL2kmlmq",2021-04-27 23:25:38,es
272,gcangiano,"Llamar ""vacuna argentina"" a la Sputnik V ensamblada acá es como llamar ""hamburguesa argentina"" a la que vende MacDonalds.",2021-04-27 23:25:33,es
273,inmxrtalsxnd,"¿Cuántas películas tenía en la biblioteca?

Con la mano libre estiró una de las cajas, le ofrecía su hamburguesa, vaya.",2021-04-27 23:25:12,es
274,giu_concetti,@Colito__ con una hamburguesa x semana m conformo y cerramos,2021-04-27 23:25:11,es
275,inmxrtalsxnd,"a caballo regalado no le mires el diente.

El egipcio cuando le preguntó por la hamburguesa estaba distraído abrién… https://t.co/Q4NxweFU3x",2021-04-27 23:25:11,es
276,NoemiCastro05,Que antojooo de una hamburguesa con salasa BBQ,2021-04-27 23:25:08,es
277,zaa_roula,quiero una hamburguesa,2021-04-27 23:25:02,es
278,vxnnessa_,Yo no quería comer pero no tengo autocontrol y obvio que estoy dispuesta a pagar Q10 en una hamburguesa del puente,2021-04-27 23:24:45,es
279,LuisaFe96603473,"@got7teams @marktuan @GOT7Official Se me antojo también una hamburguesa  #Mark #MarkTuan #마크 #마크이엔투안 @marktuan 
#갓세븐 #GOT7 @GOT7Official",2021-04-27 23:24:38,es
280,KassOficial,"En Kass, panadería y repostería, podrás disfrutar de distintos sabores y  todos nuestros productos están hechos pes… https://t.co/lOeiTGuzHs",2021-04-27 23:24:13,es
281,HugoReyesm,@re_kar Es que el plus de McDonald's es que con $45 neta comes la mejor hamburguesa por ese precio.,2021-04-27 23:24:10,es
282,megb2w,Dioooooos que es este antojo a una hamburguesa de johnny rockets😫,2021-04-27 23:24:04,es
283,Albanyymaldonad,Y el delivery con la hamburguesa y la nota diciendo cosas lindas?🥺,2021-04-27 23:24:03,es
284,Alejand22038567,"Hoy me voy a pedir alta hamburguesa, ya no guardo plata para nada xd",2021-04-27 23:23:53,es
285,trujillo_oo,"Donde pongo el ojo, pongo el ""veci regaleme una hamburguesa doble carne con malteada""",2021-04-27 23:23:01,es
286,HobixMasita,"@BNTG_jm Ambas, pero más hamburguesa xd",2021-04-27 23:22:10,es
287,duarryst,35:pizza o hamburguesa?,2021-04-27 23:22:09,es
288,iTBSLT91,me antoje de una buena hamburguesa,2021-04-27 23:22:07,es
289,whosmarchlmao,En la lista de cosas que me dan miedo: las personas que dan grandes mordidas. No me refiero a los abusivos que cuan… https://t.co/Ki96TR3MAt,2021-04-27 23:21:46,es
290,roreynoso_,@ontivt el sorteo: una hamburguesa,2021-04-27 23:21:27,ca
291,jadesvulnerable,unas ganas de comer hamburguesa,2021-04-27 23:21:07,es
292,iPRNCE94,"amigas comerw pizza en lugar d una hamburguesa estoy Decepcionada de mi misma&lt;/3 
I vote #Louies for #BestFanArmy at the #iHeartAwards",2021-04-27 23:21:00,es
293,noodleganger,Como una vez que un pana vegetariano pidió una hamburguesa vegetariana en la U y de acompañamiento le dieron papas de pollo jajsjsjsks,2021-04-27 23:20:56,es
294,tango081975,"@ArtUlloa Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sus… https://t.co/CAGnbxRdXr",2021-04-27 23:20:45,es
295,Vere_lalia,quiero la semana de la hamburguesa no del maldito feo lomito sobrevalorado,2021-04-27 23:20:43,es
296,milejovanovich,No se si tengo más ganas de comer una hamburguesa de Morelia o una torta de floripa,2021-04-27 23:20:39,es
297,95blnkpov,@braveisLou papas fritas con alguna hamburguesa vegetariana a,2021-04-27 23:20:38,es
298,NadiaaOrtega,Hola alguien me regala una hamburguesa con papa frita me haría muy muy feliz,2021-04-27 23:20:37,es
299,VeroBobadilha,Después del gym ya quiero una hamburguesa 🥲,2021-04-27 23:19:42,es
300,AlienCardenal,"Usa🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 
sushi: 
brócoli: 🤢
champiñones:… https://t.co/ALLDDLyztj",2021-04-27 23:19:31,es
301,radiogestos,mi hamburguesa mordisqueada en la cocina es un statement,2021-04-27 23:19:21,ca
302,SilviaFMS,Hoy voy a hacer hamburguesa desde cero por primera vez en la vida jajajajaja les echaré el cuento.,2021-04-27 23:19:18,es
303,28lines,@Iouissssssssss hamburguesa d pollo con papas 🤓,2021-04-27 23:18:53,es
304,BNTG_jm,@swetshine Pizza o hamburguesa?,2021-04-27 23:18:49,es
305,BNTG_jm,@HobixMasita Pizza o hamburguesa?,2021-04-27 23:18:38,es
306,antosimonini,Quiero comerme una hamburguesa ahora ya,2021-04-27 23:18:24,es
307,Alletta,"@Corasoun mostaza: 🤢
pepinillo: 🤢
cilantro: 
pizza con piña: 
sushi: 
brócoli: 
champiñones: 🤢
hígado: 
hamburguesa… https://t.co/72f8qN6A42",2021-04-27 23:18:18,es
308,LoGA95115792,@MommaMulberry ...I see an Hamburguesa,2021-04-27 23:18:16,en
309,MhennySteam,"El aguacate es muy delicado si no esta fresco la hamburguesa sabra mal
Tambien si lo coses toma un sabor amargo
Es… https://t.co/yWMEwoaOiI",2021-04-27 23:17:59,es
310,golden_indra,@hainekenx a pero una hamburguesa con queso y combo de gintama 🐐🐐 https://t.co/8BSwhF6Z37,2021-04-27 23:17:45,es
311,JuanCinat3,Creo que nunca no tengo ganas de comer una hamburguesa de the one,2021-04-27 23:17:42,es
312,GuillermoEduard,Ahora mismo quiero hamburguesa y un ginebrita con quina,2021-04-27 23:17:38,es
313,28lines,espero q la hamburguesa esta vez no me caiga mal,2021-04-27 23:17:24,es
314,_niggaaaaa,"Después de haber trabajado duró que mejor que llegar a casa, un bañito de agua fría, una hamburguesa y a mimir.",2021-04-27 23:17:14,es
315,sofxcalm,"@dianxcalm hamburguesa

#CONNIEACTUALIZA",2021-04-27 23:17:07,in
316,excessvs,"+ mientras navegaba por su biblioteca, le preguntó sobre la hamburguesa.

—¿Qué lleva?",2021-04-27 23:16:42,es
317,xwonderhwangx,es que cada comentario que leo más vergüenza me da de verdad no puedo 🤢🤢🤢  que son solo 4 nuggets con hamburguesa y… https://t.co/vQ9zkve7zH,2021-04-27 23:16:26,es
318,BNTG_jm,@so_lovely00ngi Pizza o hamburguesa?,2021-04-27 23:16:17,es
319,Milidesi2,"Llego y mi viejo me dice pedite una hamburguesa yo pago, yeeeendo a kupe",2021-04-27 23:16:09,es
320,BNTG_jm,@LadyJn14 Pizza o hamburguesa?,2021-04-27 23:16:02,es
321,BNTG_jm,@aliLvsNamu05 Pizza o hamburguesa?,2021-04-27 23:15:52,es
322,Adriana74013407,"@btsargento @BTS_twt DASHI RUN ON iHEART 
#Dynamite  #FaveChoreography #iHeartAwards @BTS_twt  hamburguesa",2021-04-27 23:15:44,de
323,elmejorteam,@couplesvoyeurk1 Q rica hamburguesa,2021-04-27 23:15:44,es
324,HaagDenise,"Mostaza:🤢
Pepino:🤢
Cilantro:🤢
Pizza con ananá:🤢
Sushi:🤢
Brócoli:🤢
Champiñones:🤢
Hígado:🤢
Hamburguesa: 🤢
Panchos: 🤢… https://t.co/sa7oj3rwvS",2021-04-27 23:15:33,es
325,shulietttt15,"Ayer trabajé con mi jefa y me pagó una hamburguesa, si hay una jefa mejor que vivi no quiero saberlo",2021-04-27 23:15:16,es
326,FlorBurgos10,necesito una hamburguesa y mil abrazos para sentirme mejor,2021-04-27 23:14:51,es
327,noruega_gil,"usa 🤢 para marcar lo que no comes

mostaza: 🤢
pepinillo: 
cilantro: 
pizza con piña: 🤢
sushi: 🤢
brócoli:
champiñone… https://t.co/6tQVgdS2HA",2021-04-27 23:14:42,es
328,Leon_FC,"@ArtUlloa Por convivir...

Usa 🤢 para marcar lo que no comes

mostaza: 
pepinillo: 
cilantro: 
pizza con piña: 🤢
su… https://t.co/nz8ptSXPsk",2021-04-27 23:14:39,es
329,KIWI98LN,o no que decir que tu comida fav es pizza o hamburguesa?,2021-04-27 23:14:21,es
330,Lilika_Baez,@GianniJew Que sea vegetariano no quiere decir que sea sano.. hoy vi una hamburguesa de soja frita.. sumergida en m… https://t.co/B2Dh4cbMd1,2021-04-27 23:14:16,es
